Game,2014,2019,2018,2015,2017,2013,N/A,2016,2020,Genre,North America,Europe,Japan,Rest of World,Global,Publisher
Raven's Cry,0,0,0,1,0,0,0,0,0,Role-Playing,0.0,0.1029866117404737,0.0,0.0,0.05157297576070143,TopWare Interactive
New Game! The Challenge Stage!,0,0,0,0,1,0,0,0,0,Adventure,0.0,0.0,0.46082949308755783,0.0,0.05157297576070143,5pb
Hakoniwa Company Works,0,0,0,0,1,0,0,0,0,Strategy,0.0,0.0,0.46082949308755783,0.0,0.05157297576070143,Nippon Ichi Software
DJ Max Respect,0,0,0,0,1,0,0,0,0,Misc,0.0,0.0,0.46082949308755783,0.0,0.05157297576070143,Arc System Works
Battle Worlds: Kronos,0,0,0,0,0,0,0,1,0,Strategy,0.16181229773462813,0.0,0.0,0.0,0.05157297576070143,Nordic Games
Dragon's Dogma Online: Season 3,0,0,0,0,1,0,0,0,0,Role-Playing,0.0,0.0,0.46082949308755783,0.0,0.05157297576070143,Capcom
Occultic;Nine,0,0,0,0,1,0,0,0,0,Adventure,0.0,0.0,0.46082949308755783,0.0,0.05157297576070143,5pb
Kono Subarashii Sekai ni Shukufuku o! Kono Yokubukai Game ni Shinpan o!,0,0,0,0,1,0,0,0,0,Adventure,0.0,0.0,0.46082949308755783,0.0,0.05157297576070143,5pb
Battle Garegga Rev.2016,0,0,0,0,0,0,0,1,0,Strategy,0.0,0.0,0.46082949308755783,0.0,0.05157297576070143,M2
Yahari Game Demo Ore no Seishun Love-Kome wa Machigatteiru. & Zoku: Oatome Set,0,0,0,0,1,0,0,0,0,Adventure,0.0,0.0,0.46082949308755783,0.0,0.05157297576070143,5pb
Farming 2017 - The Simulation,0,0,0,0,0,0,0,1,0,Simulation,0.0,0.1029866117404737,0.0,0.0,0.05157297576070143,UIG Entertainment
Re:Zero - Kara Hajimeru Isekai Seikatsu - Death or Kiss,0,0,0,0,1,0,0,0,0,Adventure,0.0,0.0,0.46082949308755783,0.0,0.05157297576070143,5pb
Zombie Vikings,0,0,0,0,0,0,0,1,0,Action,0.0,0.1029866117404737,0.0,0.0,0.05157297576070143,Rising Star Games
ATV Renegades,0,0,0,0,1,0,0,0,0,Racing,0.16181229773462813,0.0,0.0,0.0,0.05157297576070143,Nighthawk Interactive
Ziggurat,0,0,0,0,0,0,0,1,0,Shooter,0.0,0.1029866117404737,0.0,0.0,0.05157297576070143,Soedesco
Chaos;Child: Love Chu Chu!!,0,0,0,0,1,0,0,0,0,Visual Novel,0.0,0.0,0.46082949308755783,0.0,0.05157297576070143,5pb
Moto Racer 4,0,0,0,0,0,0,0,1,0,Racing,0.16181229773462813,0.0,0.0,0.0,0.05157297576070143,PQube
LocoRoco Remastered,0,0,0,0,1,0,0,0,0,Platform,0.0,0.0,0.46082949308755783,0.0,0.05157297576070143,Sony Interactive Entertainment
Lock's Quest,0,0,0,0,1,0,0,0,0,Strategy,0.16181229773462813,0.0,0.0,0.0,0.05157297576070143,THQ Nordic
Gal Gun: Double Peace,0,0,0,1,0,0,0,0,0,Action,0.0,0.0,0.46082949308755783,0.0,0.05157297576070143,PQube
Woodcutter Simulator 2016,0,0,0,1,0,0,0,0,0,Action,0.0,0.1029866117404737,0.0,0.0,0.05157297576070143,Namco Bandai Games
Akiba's Trip 2+A,0,0,0,0,1,0,0,0,0,Adventure,0.0,0.0,0.46082949308755783,0.0,0.05157297576070143,Acquire
Date-A-Live Twin Edition: Rio Reincarnation,0,0,0,0,1,0,0,0,0,Adventure,0.0,0.0,0.46082949308755783,0.0,0.05157297576070143,Compile Heart
Valhalla Hills,0,0,0,0,1,0,0,0,0,Strategy,0.16181229773462813,0.0,0.0,0.0,0.05157297576070143,Kalypso Media
Deception IV: Blood Ties,0,0,0,1,0,0,0,0,0,Action,0.0,0.0,0.46082949308755783,0.0,0.05157297576070143,Tecmo Koei
One Piece: Unlimited World Red,0,0,0,0,1,0,0,0,0,Action,0.0,0.0,0.46082949308755783,0.0,0.05157297576070143,Namco Bandai Games
Hyper Light Drifter,0,0,0,0,1,0,0,0,0,Role-Playing,0.0,0.0,0.46082949308755783,0.0,0.05157297576070143,Active Gaming Media
Teslagrad,1,0,0,0,0,0,0,0,0,Platform,0.0,0.1029866117404737,0.0,0.0,0.05157297576070143,Rain Games
Darius Burst: Chronicle Saviours,0,0,0,0,1,0,0,0,0,Action,0.0,0.0,0.46082949308755783,0.0,0.05157297576070143,Kadokawa Games
The Escapists: The Walking Dead,0,0,0,0,0,0,0,1,0,Action,0.0,0.0,0.0,0.0,0.05157297576070143,Team17 Software
Super Meat Boy,0,0,0,0,0,0,0,1,0,Platform,0.0,0.0,0.0,0.0,0.05157297576070143,Team Meat
Blood Bowl 2,0,0,0,1,0,0,0,0,0,Sports,0.0,0.0,0.0,0.0,0.0,Focus Home Interactive
The Witness,0,0,0,0,0,0,0,1,0,Misc,0.0,0.0,0.0,0.0,0.0,Thekla Inc
Quantic Dream Collection,0,0,0,1,0,0,0,0,0,Action,0.0,0.0,0.0,0.0,0.0,Sony Computer Entertainment
Iwaihime: Matsuri,0,0,0,0,1,0,0,0,0,Adventure,0.0,0.0,0.0,0.0,0.0,Nippon Ichi Software
RepKiss,0,0,0,0,1,0,0,0,0,Adventure,0.0,0.0,0.0,0.0,0.0,Entergram
War Thunder,0,0,0,0,1,0,0,0,0,Action,0.0,0.0,0.0,0.0,0.0,DMM Games
Tsuihou Senkyo,0,0,0,0,1,0,0,0,0,Adventure,0.0,0.0,0.0,0.0,0.0,Nippon Ichi Software
Hustle Kings VR,0,0,0,0,0,0,0,1,0,Sports,0.0,0.0,0.0,0.0,0.0,Sony Interactive Entertainment
Toki Tori 2+,0,0,0,0,0,0,0,1,0,Puzzle,0.0,0.0,0.0,0.0,0.0,Two Tribes
Deception IV: The Nightmare Princess,0,0,0,1,0,0,0,0,0,Action,0.0,0.0,0.0,0.0,0.0,Tecmo Koei
Kingdom Hearts HD I.5 + II.5 ReMIX,0,0,0,0,1,0,0,0,0,Action,0.0,0.0,0.0,0.0,0.0,Square Enix
Fushigi no Chronicle: Furikaerimasen Katsu Madewa,0,0,0,1,0,0,0,0,0,Action,0.0,0.0,0.0,0.0,0.0,Spike Chunsoft
A Boy and His Blob,0,0,0,0,0,0,1,0,0,Platform,0.0,0.0,0.0,0.0,0.0,
Agatha Christie: The ABC Murders,0,0,0,0,0,0,0,1,0,Adventure,0.0,0.0,0.0,0.0,0.0,Microids
Ancients of Ooga - The Forgotten Chapters,0,0,0,0,0,0,0,1,0,Platform,0.0,0.0,0.0,0.0,0.0,Koch Media
Another World,0,0,0,0,0,0,1,0,0,Adventure,0.0,0.0,0.0,0.0,0.0,
Ape Escape 2,0,0,0,0,0,0,1,0,0,Platform,0.0,0.0,0.0,0.0,0.0,
Bee Tap Extreme,0,0,0,0,0,0,1,0,0,Action,0.0,0.0,0.0,0.0,0.0,
Blacklight: Retribution,0,0,0,0,0,1,0,0,0,Misc,0.0,0.0,0.0,0.0,0.0,Perfect World Entertainment
Bladestorm: The Hundred Years' War,0,0,0,1,0,0,0,0,0,Action,0.0,0.0,0.0,0.0,0.0,BioWare
Brothers in Arms: Furious 4,0,1,0,0,0,0,0,0,0,Shooter,0.0,0.0,0.0,0.0,0.0,Ubisoft
Cel Damage,0,0,0,0,0,0,1,0,0,Misc,0.0,0.0,0.0,0.0,0.0,
Woolfe: The Red Hood Diaries,0,0,0,0,0,0,1,0,0,Adventure,0.0,0.0,0.0,0.0,0.0,
Dark Cloud 2,0,0,0,0,0,0,1,0,0,Role-Playing,0.0,0.0,0.0,0.0,0.0,
DC Universe Online,0,0,0,0,0,1,0,0,0,MMO,0.0,0.0,0.0,0.0,0.0,Sony Online Entertainment
Fez,0,0,0,0,0,0,1,0,0,Misc,0.0,0.0,0.0,0.0,0.0,
Guardian Knight,0,0,0,0,0,0,1,0,0,Misc,0.0,0.0,0.0,0.0,0.0,
Heavy Rain,0,0,0,0,0,0,1,0,0,Adventure,0.0,0.0,0.0,0.0,0.0,
Industry Giant II,0,0,0,0,1,0,0,0,0,Strategy,0.0,0.0,0.0,0.0,0.0,UIG Entertainment
King's Quest I: Quest for the Crown (VGA Version),0,0,0,0,0,0,1,0,0,Misc,0.0,0.0,0.0,0.0,0.0,
Kingdom Under Fire II,1,0,0,0,0,0,0,0,0,Misc,0.0,0.0,0.0,0.0,0.0,Unknown
Ladybug Puzzle,0,0,0,0,0,0,1,0,0,Misc,0.0,0.0,0.0,0.0,0.0,
Maniac Mansion: Day of the Tentacle,0,0,0,0,0,0,1,0,0,Adventure,0.0,0.0,0.0,0.0,0.0,
Metal Slug 3,0,0,0,0,0,0,1,0,0,Shooter,0.0,0.0,0.0,0.0,0.0,
Mount & Blade: Warband,0,0,0,0,0,0,0,1,0,Role-Playing,0.0,0.0,0.0,0.0,0.0,Taleworlds
Pier Solar and the Great Architects,0,0,0,0,0,0,1,0,0,Role-Playing,0.0,0.0,0.0,0.0,0.0,
Piggy Adventure,0,0,0,0,0,0,1,0,0,Misc,0.0,0.0,0.0,0.0,0.0,
PlanetSide 2,0,0,0,0,0,0,1,0,0,Shooter,0.0,0.0,0.0,0.0,0.0,
Psychonauts,0,0,0,0,1,0,0,0,0,Action,0.0,0.0,0.0,0.0,0.0,Sony Interactive Entertainment
Resident Evil 5,0,0,0,0,0,0,0,1,0,Action,0.0,0.0,0.0,0.0,0.0,Capcom
Sound Shapes,0,0,0,0,0,0,1,0,0,Misc,0.0,0.0,0.0,0.0,0.0,
Star Ocean: Till The End of Time,0,0,0,0,0,0,1,0,0,Role-Playing,0.0,0.0,0.0,0.0,0.0,
Super Motherload,0,0,0,0,0,0,1,0,0,Misc,0.0,0.0,0.0,0.0,0.0,
The Amazing Spider-Man 2,1,0,0,0,0,0,0,0,0,Misc,0.0,0.0,0.0,0.0,0.0,Activision
The King of Fighters 2000,0,0,0,0,0,0,1,0,0,Fighting,0.0,0.0,0.0,0.0,0.0,
Rack N Ruin,0,0,0,0,0,0,1,0,0,Adventure,0.0,0.0,0.0,0.0,0.0,
Ether One,0,0,0,1,0,0,0,0,0,Adventure,0.0,0.0,0.0,0.0,0.0,Soedesco
Uncharted 2: Among Thieves,0,0,0,0,0,0,0,1,0,Action,0.0,0.0,0.0,0.0,0.0,Sony Interactive Entertainment
Uncharted 3: Drake's Deception,0,0,0,0,0,0,0,1,0,Action,0.0,0.0,0.0,0.0,0.0,Sony Interactive Entertainment
Uncharted Waters Online: Gran Atlas,0,0,0,0,0,0,1,0,0,Role-Playing,0.0,0.0,0.0,0.0,0.0,
Uncharted: Drake's Fortune,0,0,0,0,0,0,0,1,0,Action,0.0,0.0,0.0,0.0,0.0,Sony Interactive Entertainment
Werewolves vs Vampires,0,0,0,0,0,0,1,0,0,Misc,0.0,0.0,0.0,0.0,0.0,
Awesomenauts,1,0,0,0,0,0,0,0,0,Misc,0.0,0.0,0.0,0.0,0.0,DTP Entertainment
Dust: An Elysian Tail,0,0,0,0,0,0,1,0,0,Platform,0.0,0.0,0.0,0.0,0.0,
Skullgirls,0,0,0,0,0,0,1,0,0,Fighting,0.0,0.0,0.0,0.0,0.0,
flower,0,0,0,0,0,0,1,0,0,Adventure,0.0,0.0,0.0,0.0,0.0,
Gran Turismo HD Concept,0,0,0,0,0,0,1,0,0,Misc,0.0,0.0,0.0,0.0,0.0,
PixelJunk Shooter,0,0,0,0,0,0,1,0,0,Shooter,0.0,0.0,0.0,0.0,0.0,
PixelJunk Shooter 2,0,0,0,0,0,0,1,0,0,Misc,0.0,0.0,0.0,0.0,0.0,
Rainbow Moon,0,0,0,0,0,0,1,0,0,Role-Playing,0.0,0.0,0.0,0.0,0.0,
Dear Esther,0,0,0,0,0,0,1,0,0,Adventure,0.0,0.0,0.0,0.0,0.0,
Oddworld: Abe's Oddysee New N' Tasty!,0,0,0,0,0,0,1,0,0,Misc,0.0,0.0,0.0,0.0,0.0,
Broken Age,0,0,0,1,0,0,0,0,0,Adventure,0.0,0.0,0.0,0.0,0.0,Nordic Games
Apotheon,0,0,0,0,0,0,1,0,0,Platform,0.0,0.0,0.0,0.0,0.0,
Two Brothers,0,0,0,0,0,0,1,0,0,Role-Playing,0.0,0.0,0.0,0.0,0.0,
Slender: The Arrival,0,0,0,1,0,0,0,0,0,Adventure,0.0,0.0,0.0,0.0,0.0,Unknown
deep down (Working Title),0,0,0,0,0,0,0,0,1,Misc,0.0,0.0,0.0,0.0,0.0,Capcom
Hotline Miami,0,0,0,0,0,0,1,0,0,Action,0.0,0.0,0.0,0.0,0.0,
The Unfinished Swan,0,0,0,0,0,0,1,0,0,Adventure,0.0,0.0,0.0,0.0,0.0,
Human Element,0,0,0,1,0,0,0,0,0,Misc,0.0,0.0,0.0,0.0,0.0,Unknown
Whore of the Orient,0,0,0,0,0,0,0,0,1,Misc,0.0,0.0,0.0,0.0,0.0,Warner Bros. Interactive Entertainment
Cyberpunk 2077,0,0,1,0,0,0,0,0,0,Action-Adventure,0.0,0.0,0.0,0.0,0.0,CD Projekt Red Studio
Final Fantasy (PS4),0,0,0,0,0,0,0,0,1,Misc,0.0,0.0,0.0,0.0,0.0,Square Enix
Transistor,0,0,0,0,0,0,1,0,0,Role-Playing,0.0,0.0,0.0,0.0,0.0,
The Swapper,0,0,0,0,0,0,1,0,0,Misc,0.0,0.0,0.0,0.0,0.0,
Outlast,0,0,0,0,0,0,1,0,0,Misc,0.0,0.0,0.0,0.0,0.0,
Contrast,0,0,0,0,0,1,0,0,0,Misc,0.0,0.0,0.0,0.0,0.0,Compulsion Games
Guacamelee!,0,0,0,0,0,0,1,0,0,Action,0.0,0.0,0.0,0.0,0.0,
Carmageddon: Reincarnation,0,0,0,1,0,0,0,0,0,Misc,0.0,0.0,0.0,0.0,0.0,Stainless Games
Rocketbirds 2: Evolution,0,0,0,0,0,0,0,0,1,Misc,0.0,0.0,0.0,0.0,0.0,Unknown
Primal Carnage: Genesis,0,0,0,0,0,0,0,0,1,Misc,0.0,0.0,0.0,0.0,0.0,Unknown
Doki-Doki Universe,0,0,0,0,0,0,1,0,0,Misc,0.0,0.0,0.0,0.0,0.0,
Hohokum,0,0,0,0,0,0,1,0,0,Adventure,0.0,0.0,0.0,0.0,0.0,
CounterSpy,0,0,0,0,0,0,1,0,0,Action,0.0,0.0,0.0,0.0,0.0,
War Thunder,0,0,0,0,0,0,1,0,0,Misc,0.0,0.0,0.0,0.0,0.0,
Warframe,0,0,0,0,0,0,1,0,0,Misc,0.0,0.0,0.0,0.0,0.0,
The Banner Saga,0,0,0,0,0,0,1,0,0,Role-Playing,0.0,0.0,0.0,0.0,0.0,
BADLAND,0,0,0,0,0,0,1,0,0,Action,0.0,0.0,0.0,0.0,0.0,
Sparkle 2,0,0,0,0,0,0,1,0,0,Puzzle,0.0,0.0,0.0,0.0,0.0,
Daylight,0,0,0,0,0,0,1,0,0,Misc,0.0,0.0,0.0,0.0,0.0,
Peggle 2,0,0,0,0,0,0,1,0,0,Puzzle,0.0,0.0,0.0,0.0,0.0,
Kingdom Hearts III,0,1,0,0,0,0,0,0,0,Role-Playing,0.0,0.0,0.0,0.0,0.0,Square Enix
Mercenary Kings,0,0,0,0,0,0,1,0,0,Misc,0.0,0.0,0.0,0.0,0.0,
Secret Ponchos,0,0,0,0,0,0,1,0,0,Misc,0.0,0.0,0.0,0.0,0.0,
Octodad: Dadliest Catch,0,0,0,0,0,0,1,0,0,Misc,0.0,0.0,0.0,0.0,0.0,
Galak-Z,0,0,0,0,0,0,1,0,0,Action,0.0,0.0,0.0,0.0,0.0,
Ray's the Dead,0,0,0,0,0,0,1,0,0,Misc,0.0,0.0,0.0,0.0,0.0,
Yaiba: Ninja Gaiden Z,1,0,0,0,0,0,0,0,0,Misc,0.0,0.0,0.0,0.0,0.0,Tecmo Koei
KickBeat,0,0,0,0,0,0,1,0,0,Misc,0.0,0.0,0.0,0.0,0.0,
Tiny Brains,0,0,0,0,0,0,1,0,0,Puzzle,0.0,0.0,0.0,0.0,0.0,
Stick It to the Man,0,0,0,0,0,0,1,0,0,Misc,0.0,0.0,0.0,0.0,0.0,
Aban Hawkins & the 1001 Spikes,0,0,0,0,0,0,1,0,0,Misc,0.0,0.0,0.0,0.0,0.0,
Home - a Unique Horror Adventure,0,0,0,0,0,0,1,0,0,Misc,0.0,0.0,0.0,0.0,0.0,
Soul Saga,0,0,0,0,0,0,1,0,0,Misc,0.0,0.0,0.0,0.0,0.0,
Pinball Arcade,0,0,0,0,0,1,0,0,0,Misc,0.0,0.0,0.0,0.0,0.0,FarSight Studios
Toukiden: The Age of Demons,1,0,0,0,0,0,0,0,0,Action,0.0,0.0,0.0,0.0,0.0,Tecmo Koei
Reus,0,0,0,0,0,0,0,1,0,Strategy,0.0,0.0,0.0,0.0,0.0,Soedesco
Strider (2014),1,0,0,0,0,0,0,0,0,Platform,0.0,0.0,0.0,0.0,0.0,Capcom
Rogue Legacy,0,0,0,0,0,0,1,0,0,Action,0.0,0.0,0.0,0.0,0.0,
EverQuest Next,0,1,0,0,0,0,0,0,0,MMO,0.0,0.0,0.0,0.0,0.0,Sony Online Entertainment
Project Phoenix,0,0,0,0,0,0,1,0,0,Misc,0.0,0.0,0.0,0.0,0.0,
Defense Grid 2,0,0,0,0,0,0,1,0,0,Misc,0.0,0.0,0.0,0.0,0.0,
Drifter: A Space Trading Game,0,0,0,0,0,0,1,0,0,Simulation,0.0,0.0,0.0,0.0,0.0,
Volume,0,0,0,0,0,0,1,0,0,Action,0.0,0.0,0.0,0.0,0.0,
Hellraid,0,0,0,0,0,0,1,0,0,Misc,0.0,0.0,0.0,0.0,0.0,
SteamWorld Dig: A Fistful of Dirt,0,0,0,0,0,0,1,0,0,Platform,0.0,0.0,0.0,0.0,0.0,
Armikrog,0,0,0,0,0,0,1,0,0,Adventure,0.0,0.0,0.0,0.0,0.0,
Chasm,0,0,0,0,0,0,1,0,0,Misc,0.0,0.0,0.0,0.0,0.0,
XING: The Land Beyond,0,0,0,0,0,0,1,0,0,Action,0.0,0.0,0.0,0.0,0.0,
There Came an Echo,0,0,0,0,0,0,1,0,0,Misc,0.0,0.0,0.0,0.0,0.0,
Strike Suit Zero,0,0,0,0,0,0,1,0,0,Misc,0.0,0.0,0.0,0.0,0.0,
Basement Crawl,0,0,0,0,0,0,1,0,0,Misc,0.0,0.0,0.0,0.0,0.0,
Velocity 2X,1,0,0,0,0,0,0,0,0,Action,0.0,0.0,0.0,0.0,0.0,Futurlab 1
Helldivers,0,0,0,1,0,0,0,0,0,Action,0.0,0.0,0.0,0.0,0.0,Sony Computer Entertainment
RESOGUN,0,0,0,0,0,0,1,0,0,Shooter,0.0,0.0,0.0,0.0,0.0,
Everybody's Gone to the Rapture,0,0,0,0,0,0,1,0,0,Adventure,0.0,0.0,0.0,0.0,0.0,
Murasaki Baby,0,0,0,0,0,0,1,0,0,Action,0.0,0.0,0.0,0.0,0.0,
Hotline Miami 2: Wrong Number,0,0,0,0,0,0,1,0,0,Misc,0.0,0.0,0.0,0.0,0.0,
Shadow of the Beast (PS4),0,0,0,0,0,0,1,0,0,Action-Adventure,0.0,0.0,0.0,0.0,0.0,
WonderFlick,1,0,0,0,0,0,0,0,0,Misc,0.0,0.0,0.0,0.0,0.0,Level 5
Monochroma,1,0,0,0,0,0,0,0,0,Misc,0.0,0.0,0.0,0.0,0.0,Nowhere Studios
H-Hour: World's Elite,0,0,0,0,0,0,1,0,0,Misc,0.0,0.0,0.0,0.0,0.0,
SPORTSFRIENDS,0,0,0,0,0,0,1,0,0,Misc,0.0,0.0,0.0,0.0,0.0,
Unmechanical,0,0,0,0,0,0,1,0,0,Puzzle,0.0,0.0,0.0,0.0,0.0,
Divekick,0,0,0,0,0,0,1,0,0,Misc,0.0,0.0,0.0,0.0,0.0,
Lily Bergamo,1,0,0,0,0,0,0,0,0,Misc,0.0,0.0,0.0,0.0,0.0,GungHo
Valiant Hearts: The Great War,0,0,0,0,0,0,1,0,0,Misc,0.0,0.0,0.0,0.0,0.0,
OlliOlli,0,0,0,0,0,0,1,0,0,Sports,0.0,0.0,0.0,0.0,0.0,
Switch Galaxy Ultra,0,0,0,0,0,0,1,0,0,Misc,0.0,0.0,0.0,0.0,0.0,
Anomaly 2,0,0,0,0,0,0,1,0,0,Misc,0.0,0.0,0.0,0.0,0.0,
Legend of Raven,0,0,0,0,0,0,1,0,0,Misc,0.0,0.0,0.0,0.0,0.0,
Stealth Inc.,0,0,0,0,0,0,1,0,0,Misc,0.0,0.0,0.0,0.0,0.0,
Night in the Woods,0,0,0,0,0,0,1,0,0,Adventure,0.0,0.0,0.0,0.0,0.0,
Tales from the Borderlands,0,0,0,0,0,0,1,0,0,Adventure,0.0,0.0,0.0,0.0,0.0,
Kodoku,0,0,0,0,0,0,1,0,0,Misc,0.0,0.0,0.0,0.0,0.0,
Get Even,0,0,0,1,0,0,0,0,0,Misc,0.0,0.0,0.0,0.0,0.0,Unknown
Ready to Run,0,0,0,0,0,0,1,0,0,Misc,0.0,0.0,0.0,0.0,0.0,
Worms Battlegrounds,0,0,0,0,0,0,1,0,0,Misc,0.0,0.0,0.0,0.0,0.0,
Assassin's Creed Freedom Cry,0,0,0,0,0,0,1,0,0,Misc,0.0,0.0,0.0,0.0,0.0,
Dungeon Defenders II,0,0,0,0,0,0,1,0,0,Action,0.0,0.0,0.0,0.0,0.0,
Razor Global Domination Pro Tour�,0,0,0,0,0,0,1,0,0,Misc,0.0,0.0,0.0,0.0,0.0,
Pavilion,0,0,0,0,0,0,1,0,0,Misc,0.0,0.0,0.0,0.0,0.0,
forma.8,0,0,0,0,0,0,1,0,0,Misc,0.0,0.0,0.0,0.0,0.0,
TowerFall,1,0,0,0,0,0,0,0,0,Misc,0.0,0.0,0.0,0.0,0.0,Unknown
Gone Home�,0,0,0,0,0,0,1,0,0,Adventure,0.0,0.0,0.0,0.0,0.0,
Costume Quest 2,0,0,0,0,0,0,1,0,0,Role-Playing,0.0,0.0,0.0,0.0,0.0,
Pure Chess,0,0,0,0,0,0,1,0,0,Misc,0.0,0.0,0.0,0.0,0.0,
Aztez,0,0,0,0,0,0,1,0,0,Misc,0.0,0.0,0.0,0.0,0.0,
Not a Hero,0,0,0,0,0,0,1,0,0,Misc,0.0,0.0,0.0,0.0,0.0,
SOMA (2015),0,0,0,1,0,0,0,0,0,Misc,0.0,0.0,0.0,0.0,0.0,Frictional Games
Cult County,0,0,0,1,0,0,0,0,0,Misc,0.0,0.0,0.0,0.0,0.0,Renegade Kid
Adr1ft,0,0,0,0,0,0,1,0,0,Adventure,0.0,0.0,0.0,0.0,0.0,
R.B.I. Baseball 14,1,0,0,0,0,0,0,0,0,Misc,0.0,0.0,0.0,0.0,0.0,MLB.com
Citizens of Earth,0,0,0,0,0,0,1,0,0,Misc,0.0,0.0,0.0,0.0,0.0,
H1Z1,0,0,0,0,0,0,1,0,0,Shooter,0.0,0.0,0.0,0.0,0.0,
Blue Estate�,1,0,0,0,0,0,0,0,0,Misc,0.0,0.0,0.0,0.0,0.0,Focus Home Interactive
Road Not Taken,0,0,0,0,0,0,1,0,0,Misc,0.0,0.0,0.0,0.0,0.0,
Source,0,0,0,0,0,0,1,0,0,Misc,0.0,0.0,0.0,0.0,0.0,
Backgammon Blitz,0,0,0,0,0,0,1,0,0,Misc,0.0,0.0,0.0,0.0,0.0,
Hitman GO,0,0,0,0,0,0,1,0,0,Puzzle,0.0,0.0,0.0,0.0,0.0,
MechRunner,0,0,0,0,0,0,1,0,0,Misc,0.0,0.0,0.0,0.0,0.0,
The Chainsaw Incident,0,0,0,0,0,0,1,0,0,Misc,0.0,0.0,0.0,0.0,0.0,
Chariot,0,0,0,0,0,0,1,0,0,Adventure,0.0,0.0,0.0,0.0,0.0,
Nidhogg,0,0,0,0,0,0,1,0,0,Action,0.0,0.0,0.0,0.0,0.0,
Ironclad Tactics,0,0,0,0,0,0,1,0,0,Misc,0.0,0.0,0.0,0.0,0.0,
MouseCraft,0,0,0,0,0,0,1,0,0,Misc,0.0,0.0,0.0,0.0,0.0,
Starwhal: Just the Tip,0,0,0,0,0,0,1,0,0,Misc,0.0,0.0,0.0,0.0,0.0,
Crimsonland,0,0,0,0,0,0,1,0,0,Misc,0.0,0.0,0.0,0.0,0.0,
VizionEck,0,0,0,0,0,0,1,0,0,Misc,0.0,0.0,0.0,0.0,0.0,
Pure Pool�,1,0,0,0,0,0,0,0,0,Misc,0.0,0.0,0.0,0.0,0.0,Triniti Interactive
Without Memory,0,0,0,0,0,0,0,1,0,Misc,0.0,0.0,0.0,0.0,0.0,Unknown
Firewatch,0,0,0,0,0,0,1,0,0,Adventure,0.0,0.0,0.0,0.0,0.0,
Never Alone,0,0,0,0,0,0,1,0,0,Misc,0.0,0.0,0.0,0.0,0.0,
The Last Tinker: City of Colors,0,0,0,0,0,0,1,0,0,Platform,0.0,0.0,0.0,0.0,0.0,
Bombshell,1,0,0,0,0,0,0,0,0,Misc,0.0,0.0,0.0,0.0,0.0,3D Realms
Red Goddess,0,0,0,0,0,0,1,0,0,Platform,0.0,0.0,0.0,0.0,0.0,
The Forest,0,0,0,1,0,0,0,0,0,Action,0.0,0.0,0.0,0.0,0.0,Endnight Games Ltd�
Fenix Rage,0,0,0,0,0,0,1,0,0,Misc,0.0,0.0,0.0,0.0,0.0,
EarthNight,0,0,0,0,0,0,1,0,0,Action,0.0,0.0,0.0,0.0,0.0,
One Way Trip,0,0,0,0,0,0,1,0,0,Adventure,0.0,0.0,0.0,0.0,0.0,
Shiness: The Lightning Kingdom,0,0,0,0,0,0,1,0,0,Role-Playing,0.0,0.0,0.0,0.0,0.0,
Aaru's Awakening,0,0,0,0,0,0,1,0,0,Action,0.0,0.0,0.0,0.0,0.0,
Falling Skies: The Game�,0,0,0,1,0,0,0,0,0,Role-Playing,0.0,0.0,0.0,0.0,0.0,Little Orbit
Onigiri,0,0,0,0,0,0,1,0,0,Role-Playing,0.0,0.0,0.0,0.0,0.0,
Loadout,0,0,0,0,0,0,1,0,0,Shooter,0.0,0.0,0.0,0.0,0.0,
Entwined,0,0,0,0,0,0,1,0,0,Action,0.0,0.0,0.0,0.0,0.0,
EA Sports PGA Tour,0,0,0,1,0,0,0,0,0,Sports,0.0,0.0,0.0,0.0,0.0,EA Sports
Dead Island 2,0,0,0,0,1,0,0,0,0,Action,0.0,0.0,0.0,0.0,0.0,Deep Silver
Magicka 2,0,0,0,0,0,0,1,0,0,Action,0.0,0.0,0.0,0.0,0.0,
Broforce,0,0,0,0,0,0,1,0,0,Action,0.0,0.0,0.0,0.0,0.0,
Inside,0,0,0,0,0,0,1,0,0,Platform,0.0,0.0,0.0,0.0,0.0,
Blast 'Em Bunnies,0,0,0,0,0,0,1,0,0,Action,0.0,0.0,0.0,0.0,0.0,
Woah Dave!,0,0,0,0,0,0,1,0,0,Action,0.0,0.0,0.0,0.0,0.0,
The Assembly,0,0,0,0,0,0,1,0,0,Adventure,0.0,0.0,0.0,0.0,0.0,
Tetris Ultimate�,1,0,0,0,0,0,0,0,0,Puzzle,0.0,0.0,0.0,0.0,0.0,Ubisoft
Afro Samurai 2,0,0,0,1,0,0,0,0,0,Action,0.0,0.0,0.0,0.0,0.0,Versus Evil
The Legend of Korra (2014),1,0,0,0,0,0,0,0,0,Action,0.0,0.0,0.0,0.0,0.0,Activision
The Vanishing of Ethan Carter�,0,0,0,1,0,0,0,0,0,Adventure,0.0,0.0,0.0,0.0,0.0,The Astronauts
Godzilla (2014),1,0,0,0,0,0,0,0,0,Action,0.0,0.0,0.0,0.0,0.0,Namco Bandai Games
Gran Turismo 7,0,0,0,0,0,0,0,0,1,Racing,0.0,0.0,0.0,0.0,0.0,Sony Computer Entertainment
